,V1,V2,V3,V4,pstar
823,ESCA,T cell CD4+ naive_CIBERSORT,0.101,0.199625392143366,
824,ESCA,T cell CD4+ memory resting_CIBERSORT,0.06,0.445939830029264,
825,ESCA,T cell CD4+ memory activated_CIBERSORT,0.069,0.380214293473381,
826,ESCA,T cell follicular helper_CIBERSORT,0.136,0.0852936731799777,
827,ESCA,T cell regulatory (Tregs)_CIBERSORT,-0.151,0.0558644226201989,
828,ESCA,T cell gamma delta_CIBERSORT,0.112,0.156173801341942,
829,ESCA,NK cell resting_CIBERSORT,-0.059,0.456413373450341,
830,ESCA,NK cell activated_CIBERSORT,0.027,0.731916204799421,
831,ESCA,Monocyte_CIBERSORT,0.01,0.895713775077784,
832,ESCA,Macrophage M0_CIBERSORT,0.124,0.117411638012801,
833,ESCA,Macrophage M1_CIBERSORT,0.039,0.624631333194998,
834,ESCA,Macrophage M2_CIBERSORT,-0.076,0.338777803448899,
835,ESCA,Myeloid dendritic cell resting_CIBERSORT,-0.026,0.744652682390292,
836,ESCA,Myeloid dendritic cell activated_CIBERSORT,0.104,0.185790052761425,
837,ESCA,Mast cell activated_CIBERSORT,-0.382,5.40353469076567e-07,***
838,ESCA,Mast cell resting_CIBERSORT,0.092,0.241975134969378,
839,ESCA,Eosinophil_CIBERSORT,0.048,0.543672612140102,
840,ESCA,Neutrophil_CIBERSORT,0.028,0.726562643087642,
841,ESCA,B cell naive_CIBERSORT-ABS,0.011,0.892493430964956,
842,ESCA,B cell memory_CIBERSORT-ABS,-0.198,0.0113434409341123,*
843,ESCA,B cell plasma_CIBERSORT-ABS,-0.135,0.0872257841118107,
844,ESCA,T cell CD8+_CIBERSORT-ABS,-0.115,0.145875111156447,
845,ESCA,T cell CD4+ naive_CIBERSORT-ABS,0.101,0.199641526621369,
846,ESCA,T cell CD4+ memory resting_CIBERSORT-ABS,-0.056,0.481105703349762,
847,ESCA,T cell CD4+ memory activated_CIBERSORT-ABS,0.039,0.621637661815486,
848,ESCA,T cell follicular helper_CIBERSORT-ABS,0.104,0.188872463335352,
849,ESCA,T cell regulatory (Tregs)_CIBERSORT-ABS,-0.185,0.0182844842589599,*
850,ESCA,T cell gamma delta_CIBERSORT-ABS,0.044,0.57889707258451,
851,ESCA,NK cell resting_CIBERSORT-ABS,-0.043,0.587200313236671,
852,ESCA,NK cell activated_CIBERSORT-ABS,0.027,0.733928280612866,
853,ESCA,Monocyte_CIBERSORT-ABS,-0.056,0.477121486680376,
854,ESCA,Macrophage M0_CIBERSORT-ABS,0.098,0.21455562568654,
855,ESCA,Macrophage M1_CIBERSORT-ABS,-0.004,0.964407568408782,
856,ESCA,Macrophage M2_CIBERSORT-ABS,-0.086,0.276453103633965,
857,ESCA,Myeloid dendritic cell resting_CIBERSORT-ABS,0.033,0.67388597205043,
858,ESCA,Myeloid dendritic cell activated_CIBERSORT-ABS,0.044,0.57645245437933,
859,ESCA,Mast cell activated_CIBERSORT-ABS,-0.29,0.000180361477818497,***
860,ESCA,Mast cell resting_CIBERSORT-ABS,0.107,0.175497400887956,
861,ESCA,Eosinophil_CIBERSORT-ABS,0.061,0.440598306754655,
862,ESCA,Neutrophil_CIBERSORT-ABS,0.041,0.603409388043503,
863,ESCA,B cell_QUANTISEQ,-0.221,0.0046191354454811,**
864,ESCA,Macrophage M1_QUANTISEQ,0.138,0.0794978171322301,
865,ESCA,Macrophage M2_QUANTISEQ,-0.058,0.46678102438128,
866,ESCA,Monocyte_QUANTISEQ,-0.065,0.410975031063955,
867,ESCA,Neutrophil_QUANTISEQ,-0.056,0.480955032977357,
868,ESCA,NK cell_QUANTISEQ,0.149,0.0578112112558142,
869,ESCA,T cell CD4+ (non-regulatory)_QUANTISEQ,0.095,0.22703309243379,
870,ESCA,T cell CD8+_QUANTISEQ,-0.089,0.262127067409541,
871,ESCA,T cell regulatory (Tregs)_QUANTISEQ,-0.12,0.12741253862271,
872,ESCA,Myeloid dendritic cell_QUANTISEQ,-0.003,0.972278465935077,
873,ESCA,uncharacterized cell_QUANTISEQ,0.011,0.885196800511089,
874,ESCA,T cell_MCPCOUNTER,-0.442,3.83841208437135e-09,***
875,ESCA,T cell CD8+_MCPCOUNTER,-0.063,0.428723007704728,
876,ESCA,cytotoxicity score_MCPCOUNTER,-0.049,0.536365075260071,
877,ESCA,NK cell_MCPCOUNTER,-0.13,0.0992496154152594,
878,ESCA,B cell_MCPCOUNTER,-0.202,0.0099045424972658,**
879,ESCA,Monocyte_MCPCOUNTER,0.009,0.910475482239659,
880,ESCA,Macrophage/Monocyte_MCPCOUNTER,0.009,0.910475482239659,
881,ESCA,Myeloid dendritic cell_MCPCOUNTER,-0.105,0.182233339163273,
882,ESCA,Neutrophil_MCPCOUNTER,0.177,0.0245150624256197,*
883,ESCA,Endothelial cell_MCPCOUNTER,-0.132,0.0949217644007446,
884,ESCA,Myeloid dendritic cell activated_XCELL,-0.217,0.00544118857732905,**
885,ESCA,B cell_XCELL,-0.164,0.0366510536438009,*
886,ESCA,T cell CD4+ memory_XCELL,-0.028,0.726828006481999,
887,ESCA,T cell CD4+ naive_XCELL,-0.158,0.0445839697875097,*
888,ESCA,T cell CD4+ (non-regulatory)_XCELL,-0.116,0.139989587832337,
889,ESCA,T cell CD4+ central memory_XCELL,-0.238,0.00233397476800685,**
890,ESCA,T cell CD4+ effector memory_XCELL,-0.417,3.49446773377465e-08,***
891,ESCA,T cell CD8+ naive_XCELL,-0.01,0.901991904219493,
892,ESCA,T cell CD8+_XCELL,-0.16,0.0424038830123856,*
893,ESCA,T cell CD8+ central memory_XCELL,-0.165,0.0359124229574235,*
894,ESCA,T cell CD8+ effector memory_XCELL,-0.101,0.19914584278951,
895,ESCA,Class-switched memory B cell_XCELL,-0.172,0.0283723096472416,*
896,ESCA,Common lymphoid progenitor_XCELL,0.304,8.28498931451215e-05,***
897,ESCA,Common myeloid progenitor_XCELL,-0.327,2.13155377357052e-05,***
898,ESCA,Myeloid dendritic cell_XCELL,-0.164,0.0375419402006177,*
899,ESCA,Endothelial cell_XCELL,-0.22,0.00481915537564755,**
900,ESCA,Eosinophil_XCELL,-0.22,0.00495635335938282,**
901,ESCA,Granulocyte-monocyte progenitor_XCELL,-0.092,0.24430213439458,
902,ESCA,Hematopoietic stem cell_XCELL,-0.259,0.000882905338195925,***
903,ESCA,Macrophage_XCELL,-0.109,0.169000784202969,
904,ESCA,Macrophage M1_XCELL,-0.112,0.157646436618537,
905,ESCA,Macrophage M2_XCELL,-0.171,0.0295646655207927,*
906,ESCA,Mast cell_XCELL,-0.165,0.0354925240146233,*
907,ESCA,B cell memory_XCELL,-0.205,0.00872432881278275,**
908,ESCA,Monocyte_XCELL,-0.135,0.0877867717405491,
909,ESCA,B cell naive_XCELL,-0.052,0.514591768989417,
910,ESCA,Neutrophil_XCELL,-0.23,0.00328373695467067,**
911,ESCA,NK cell_XCELL,-0.035,0.660877756740371,
912,ESCA,T cell NK_XCELL,0.084,0.289959359059409,
913,ESCA,Plasmacytoid dendritic cell_XCELL,-0.193,0.0141005212150425,*
914,ESCA,B cell plasma_XCELL,-0.171,0.0300176456702339,*
915,ESCA,T cell gamma delta_XCELL,-0.053,0.504376845345618,
916,ESCA,T cell CD4+ Th1_XCELL,0.023,0.775670738039043,
917,ESCA,T cell CD4+ Th2_XCELL,0.454,1.31213142745352e-09,***
918,ESCA,T cell regulatory (Tregs)_XCELL,-0.101,0.200443336339689,
919,ESCA,immune score_XCELL,-0.22,0.00491787761395717,**
920,ESCA,stroma score_XCELL,-0.17,0.0303550530498008,*
921,ESCA,microenvironment score_XCELL,-0.235,0.00264329629011004,**
922,ESCA,B cell_EPIC,-0.241,0.00200534860654119,**
923,ESCA,T cell CD4+_EPIC,0.042,0.593664262854591,
924,ESCA,T cell CD8+_EPIC,-0.431,1.04613341709273e-08,***
925,ESCA,Endothelial cell_EPIC,-0.244,0.0017171908270431,**
926,ESCA,Macrophage_EPIC,-0.073,0.357833948763664,
927,ESCA,NK cell_EPIC,-0.163,0.0381832764564887,*
928,ESCA,uncharacterized cell_EPIC,-0.049,0.536198370729763,
929,GBM,B cell_TIMER,-0.042,0.608971439052625,
930,GBM,T cell CD4+_TIMER,-0.381,1.39073402115362e-06,***
931,GBM,T cell CD8+_TIMER,0.343,1.66734817380827e-05,***
932,GBM,Neutrophil_TIMER,-0.087,0.288173214524583,
933,GBM,Macrophage_TIMER,-0.13,0.111801461044345,
934,GBM,Myeloid dendritic cell_TIMER,-0.187,0.0214524749671969,*
935,GBM,B cell naive_CIBERSORT,0.021,0.797521361269308,
936,GBM,B cell memory_CIBERSORT,-0.061,0.455015218348545,
937,GBM,B cell plasma_CIBERSORT,0.023,0.780884832804182,
938,GBM,T cell CD8+_CIBERSORT,0.112,0.172375559304638,
939,GBM,T cell CD4+ naive_CIBERSORT,-0.053,0.520572757388854,
940,GBM,T cell CD4+ memory resting_CIBERSORT,0.108,0.185755821744451,
941,GBM,T cell CD4+ memory activated_CIBERSORT,-0.018,0.829467763508815,
942,GBM,T cell follicular helper_CIBERSORT,0.123,0.132605382627538,
943,GBM,T cell regulatory (Tregs)_CIBERSORT,-0.005,0.953918299483941,
944,GBM,T cell gamma delta_CIBERSORT,0.122,0.135962075920249,
945,GBM,NK cell resting_CIBERSORT,-0.046,0.575608411149634,
946,GBM,NK cell activated_CIBERSORT,0.015,0.85431090392907,
947,GBM,Monocyte_CIBERSORT,-0.038,0.642763082727617,
948,GBM,Macrophage M0_CIBERSORT,0.056,0.495142986329438,
949,GBM,Macrophage M1_CIBERSORT,-0.114,0.163320944342285,
950,GBM,Macrophage M2_CIBERSORT,-0.105,0.199557998633777,
951,GBM,Myeloid dendritic cell resting_CIBERSORT,-0.05,0.545459168895073,
952,GBM,Myeloid dendritic cell activated_CIBERSORT,0.189,0.0198556426281922,*
953,GBM,Mast cell activated_CIBERSORT,0.038,0.64287184908858,
954,GBM,Mast cell resting_CIBERSORT,-0.064,0.436572203069993,
955,GBM,Eosinophil_CIBERSORT,-0.042,0.60842997901674,
956,GBM,Neutrophil_CIBERSORT,-0.036,0.656423142227131,
957,GBM,B cell naive_CIBERSORT-ABS,0.018,0.829796036756103,
958,GBM,B cell memory_CIBERSORT-ABS,-0.055,0.500446558552638,
959,GBM,B cell plasma_CIBERSORT-ABS,0.026,0.749549775191763,
960,GBM,T cell CD8+_CIBERSORT-ABS,0.068,0.404473810477744,
961,GBM,T cell CD4+ naive_CIBERSORT-ABS,-0.038,0.642186351136207,
962,GBM,T cell CD4+ memory resting_CIBERSORT-ABS,0.027,0.744739581631437,
963,GBM,T cell CD4+ memory activated_CIBERSORT-ABS,-0.012,0.885946629032172,
964,GBM,T cell follicular helper_CIBERSORT-ABS,0.057,0.48549114953302,
965,GBM,T cell regulatory (Tregs)_CIBERSORT-ABS,-0.049,0.547827619507528,
966,GBM,T cell gamma delta_CIBERSORT-ABS,0.054,0.512765191147186,
967,GBM,NK cell resting_CIBERSORT-ABS,-0.097,0.234813793679391,
968,GBM,NK cell activated_CIBERSORT-ABS,0.016,0.848444488595974,
969,GBM,Monocyte_CIBERSORT-ABS,-0.067,0.41481048919631,
970,GBM,Macrophage M0_CIBERSORT-ABS,-0.002,0.981671744028354,
971,GBM,Macrophage M1_CIBERSORT-ABS,-0.103,0.208200426797761,
972,GBM,Macrophage M2_CIBERSORT-ABS,-0.13,0.112801502231152,
973,GBM,Myeloid dendritic cell resting_CIBERSORT-ABS,-0.069,0.399714239366932,
974,GBM,Myeloid dendritic cell activated_CIBERSORT-ABS,0.168,0.0391301002480066,*
975,GBM,Mast cell activated_CIBERSORT-ABS,0.076,0.352537226573972,
976,GBM,Mast cell resting_CIBERSORT-ABS,-0.082,0.314758418244729,
977,GBM,Eosinophil_CIBERSORT-ABS,-0.044,0.589849088734381,
978,GBM,Neutrophil_CIBERSORT-ABS,-0.077,0.346188844410484,
979,GBM,B cell_QUANTISEQ,-0.02,0.808475299384885,
980,GBM,Macrophage M1_QUANTISEQ,-0.197,0.0153257295585636,*
981,GBM,Macrophage M2_QUANTISEQ,-0.134,0.10176320213535,
982,GBM,Monocyte_QUANTISEQ,0.16,0.0494021246673498,*
983,GBM,Neutrophil_QUANTISEQ,-0.024,0.774018224723624,
984,GBM,NK cell_QUANTISEQ,-0.126,0.121695033618691,
985,GBM,T cell CD4+ (non-regulatory)_QUANTISEQ,0.233,0.00398709874321031,**
986,GBM,T cell CD8+_QUANTISEQ,0.131,0.109161999985555,
987,GBM,T cell regulatory (Tregs)_QUANTISEQ,0.13,0.110712981680214,
988,GBM,Myeloid dendritic cell_QUANTISEQ,-0.154,0.0598401681730332,
989,GBM,uncharacterized cell_QUANTISEQ,0.148,0.0688449094924288,
990,GBM,T cell_MCPCOUNTER,-0.275,0.00064250730726169,***
991,GBM,T cell CD8+_MCPCOUNTER,0.046,0.575021662260274,
992,GBM,cytotoxicity score_MCPCOUNTER,-0.151,0.0643658837053814,
993,GBM,NK cell_MCPCOUNTER,-0.19,0.019762364861263,*
994,GBM,B cell_MCPCOUNTER,-0.101,0.215372571899063,
995,GBM,Monocyte_MCPCOUNTER,-0.279,0.000511199333282679,***
996,GBM,Macrophage/Monocyte_MCPCOUNTER,-0.279,0.000511199333282679,***
997,GBM,Myeloid dendritic cell_MCPCOUNTER,0.035,0.666406834958688,
998,GBM,Neutrophil_MCPCOUNTER,-0.197,0.0152257926924654,*
999,GBM,Endothelial cell_MCPCOUNTER,-0.079,0.336229983488502,
1000,GBM,Myeloid dendritic cell activated_XCELL,-0.022,0.789579614359093,
1001,GBM,B cell_XCELL,-0.07,0.395653221458024,
1002,GBM,T cell CD4+ memory_XCELL,0.315,8.07299461387246e-05,***
1003,GBM,T cell CD4+ naive_XCELL,-0.029,0.728127574907278,
1004,GBM,T cell CD4+ (non-regulatory)_XCELL,0.033,0.683043842445731,
1005,GBM,T cell CD4+ central memory_XCELL,-0.328,3.84015067785236e-05,***
1006,GBM,T cell CD4+ effector memory_XCELL,-0.24,0.00299885620265921,**
1007,GBM,T cell CD8+ naive_XCELL,0.185,0.0231779150140228,*
1008,GBM,T cell CD8+_XCELL,0.098,0.2335152759923,
1009,GBM,T cell CD8+ central memory_XCELL,0.164,0.0448559769972766,*
1010,GBM,T cell CD8+ effector memory_XCELL,0.111,0.174340823237069,
1011,GBM,Class-switched memory B cell_XCELL,-0.172,0.0347231457791164,*
1012,GBM,Common lymphoid progenitor_XCELL,0.349,1.13928808141509e-05,***
1013,GBM,Common myeloid progenitor_XCELL,-0.061,0.453602843350952,
1014,GBM,Myeloid dendritic cell_XCELL,-0.029,0.724889302607442,
1015,GBM,Endothelial cell_XCELL,-0.082,0.31948582659504,
1016,GBM,Eosinophil_XCELL,-0.294,0.000250271744848237,***
1017,GBM,Granulocyte-monocyte progenitor_XCELL,-0.02,0.803114139475855,
1018,GBM,Hematopoietic stem cell_XCELL,-0.013,0.869536884991017,
1019,GBM,Macrophage_XCELL,-0.15,0.0655900794259131,
1020,GBM,Macrophage M1_XCELL,-0.16,0.0492581951185109,*
1021,GBM,Macrophage M2_XCELL,-0.201,0.0131379216514551,*
1022,GBM,Mast cell_XCELL,-0.163,0.0458415201951984,*
1023,GBM,B cell memory_XCELL,-0.069,0.40257082677982,
1024,GBM,Monocyte_XCELL,-0.121,0.140273704390386,
1025,GBM,B cell naive_XCELL,0.003,0.968865964908845,
1026,GBM,Neutrophil_XCELL,-0.098,0.230145365434235,
1027,GBM,NK cell_XCELL,0.01,0.90428825663982,
1028,GBM,T cell NK_XCELL,-0.27,0.000805355245569375,***
1029,GBM,Plasmacytoid dendritic cell_XCELL,-0.059,0.46846719857421,
1030,GBM,B cell plasma_XCELL,0.062,0.451897707729878,
1031,GBM,T cell gamma delta_XCELL,0.049,0.548834494443853,
1032,GBM,T cell CD4+ Th1_XCELL,0.021,0.796432769511863,
1033,GBM,T cell CD4+ Th2_XCELL,0.484,2.97620778625153e-10,***
1034,GBM,T cell regulatory (Tregs)_XCELL,-0.139,0.0877375187749934,
1035,GBM,immune score_XCELL,-0.142,0.0825580558217454,
1036,GBM,stroma score_XCELL,-0.102,0.211646540516053,
1037,GBM,microenvironment score_XCELL,-0.161,0.0477611862932599,*
1038,GBM,B cell_EPIC,-0.204,0.0120976732637577,*
1039,GBM,T cell CD4+_EPIC,-0.333,2.87858345618608e-05,***
1040,GBM,T cell CD8+_EPIC,-0.02,0.808901868120621,
1041,GBM,Endothelial cell_EPIC,-0.153,0.0605410031266193,
1042,GBM,Macrophage_EPIC,-0.206,0.0109743678877503,*
1043,GBM,NK cell_EPIC,0.007,0.932185807503848,
1044,GBM,uncharacterized cell_EPIC,0.194,0.0171180648164177,*
1045,HNSC,B cell_TIMER,-0.06,0.181252355696379,
1046,HNSC,T cell CD4+_TIMER,-0.059,0.184448760990794,
1047,HNSC,T cell CD8+_TIMER,-0.001,0.984871525421585,
1048,HNSC,Neutrophil_TIMER,0.026,0.567873110111185,
1049,HNSC,Macrophage_TIMER,0,0.999359876754266,
1050,HNSC,Myeloid dendritic cell_TIMER,-0.007,0.882957671746207,
1051,HNSC,B cell naive_CIBERSORT,0.047,0.288388922197107,
1052,HNSC,B cell memory_CIBERSORT,-0.139,0.00180411751894556,**
1053,HNSC,B cell plasma_CIBERSORT,-0.029,0.517739693378455,
1054,HNSC,T cell CD8+_CIBERSORT,-0.105,0.0187899307709508,*
1055,HNSC,T cell CD4+ naive_CIBERSORT,0.093,0.0375501917223547,*
1056,HNSC,T cell CD4+ memory resting_CIBERSORT,-0.037,0.41185476248471,
1057,HNSC,T cell CD4+ memory activated_CIBERSORT,0.1,0.0252093971102475,*
1058,HNSC,T cell follicular helper_CIBERSORT,0.028,0.535697442412417,
1059,HNSC,T cell regulatory (Tregs)_CIBERSORT,-0.144,0.00121385276450649,**
1060,HNSC,T cell gamma delta_CIBERSORT,-0.046,0.305831926779829,
1061,HNSC,NK cell resting_CIBERSORT,0.064,0.152265208006135,
1062,HNSC,NK cell activated_CIBERSORT,-0.065,0.147613180901133,
1063,HNSC,Monocyte_CIBERSORT,-0.067,0.135687285544382,
1064,HNSC,Macrophage M0_CIBERSORT,0.078,0.0811295199373483,
1065,HNSC,Macrophage M1_CIBERSORT,0.044,0.324374639315362,
1066,HNSC,Macrophage M2_CIBERSORT,0.015,0.733307661976227,
1067,HNSC,Myeloid dendritic cell resting_CIBERSORT,-0.047,0.292062944022329,
1068,HNSC,Myeloid dendritic cell activated_CIBERSORT,-0.003,0.944578555088505,
1069,HNSC,Mast cell activated_CIBERSORT,-0.166,0.000183755809308308,***
1070,HNSC,Mast cell resting_CIBERSORT,0.145,0.00110756363411534,**
1071,HNSC,Eosinophil_CIBERSORT,0.032,0.469794422181162,
1072,HNSC,Neutrophil_CIBERSORT,-0.09,0.0440980789957026,*
1073,HNSC,B cell naive_CIBERSORT-ABS,-0.007,0.884177942210172,
1074,HNSC,B cell memory_CIBERSORT-ABS,-0.042,0.351467185412234,
1075,HNSC,B cell plasma_CIBERSORT-ABS,-0.091,0.0422708226513427,*
1076,HNSC,T cell CD8+_CIBERSORT-ABS,-0.055,0.220822707058828,
1077,HNSC,T cell CD4+ naive_CIBERSORT-ABS,0.097,0.0302582467367614,*
1078,HNSC,T cell CD4+ memory resting_CIBERSORT-ABS,-0.076,0.0889488620053751,
1079,HNSC,T cell CD4+ memory activated_CIBERSORT-ABS,0.09,0.0435172346530919,*
1080,HNSC,T cell follicular helper_CIBERSORT-ABS,0.012,0.796794009049496,
1081,HNSC,T cell regulatory (Tregs)_CIBERSORT-ABS,-0.099,0.0268062649337663,*
1082,HNSC,T cell gamma delta_CIBERSORT-ABS,-0.044,0.329724828622331,
1083,HNSC,NK cell resting_CIBERSORT-ABS,0.073,0.100172670516773,
1084,HNSC,NK cell activated_CIBERSORT-ABS,-0.038,0.390521848704546,
1085,HNSC,Monocyte_CIBERSORT-ABS,-0.1,0.0244562006639141,*
1086,HNSC,Macrophage M0_CIBERSORT-ABS,0.052,0.247894047964689,
1087,HNSC,Macrophage M1_CIBERSORT-ABS,0.019,0.663066376210623,
1088,HNSC,Macrophage M2_CIBERSORT-ABS,-0.001,0.984896485388745,
1089,HNSC,Myeloid dendritic cell resting_CIBERSORT-ABS,-0.054,0.231265557508855,
1090,HNSC,Myeloid dendritic cell activated_CIBERSORT-ABS,0.004,0.921732951432737,
1091,HNSC,Mast cell activated_CIBERSORT-ABS,-0.122,0.00624569738751695,**
1092,HNSC,Mast cell resting_CIBERSORT-ABS,0.127,0.00429433022752608,**
1093,HNSC,Eosinophil_CIBERSORT-ABS,0.033,0.462922317676031,
1094,HNSC,Neutrophil_CIBERSORT-ABS,-0.072,0.107599651825919,
1095,HNSC,B cell_QUANTISEQ,-0.035,0.43269498655418,
1096,HNSC,Macrophage M1_QUANTISEQ,0.187,2.549803407692e-05,***
1097,HNSC,Macrophage M2_QUANTISEQ,0.015,0.734152588673853,
1098,HNSC,Monocyte_QUANTISEQ,0.023,0.601962953984202,
1099,HNSC,Neutrophil_QUANTISEQ,-0.063,0.160650226983934,
1100,HNSC,NK cell_QUANTISEQ,0.197,8.6354570652071e-06,***
1101,HNSC,T cell CD4+ (non-regulatory)_QUANTISEQ,0.149,0.000818235627251492,***
1102,HNSC,T cell CD8+_QUANTISEQ,0.007,0.872579100518007,
1103,HNSC,T cell regulatory (Tregs)_QUANTISEQ,-0.068,0.128135365035758,
1104,HNSC,Myeloid dendritic cell_QUANTISEQ,0.078,0.0799730869402917,
1105,HNSC,uncharacterized cell_QUANTISEQ,-0.122,0.00640399638807001,**
1106,HNSC,T cell_MCPCOUNTER,-0.183,3.74689878961677e-05,***
1107,HNSC,T cell CD8+_MCPCOUNTER,0.027,0.548886490021164,
1108,HNSC,cytotoxicity score_MCPCOUNTER,0.081,0.069147376618405,
1109,HNSC,NK cell_MCPCOUNTER,-0.015,0.743741959416851,
1110,HNSC,B cell_MCPCOUNTER,-0.101,0.0232664169588904,*
1111,HNSC,Monocyte_MCPCOUNTER,0.027,0.540608768229138,
1112,HNSC,Macrophage/Monocyte_MCPCOUNTER,0.027,0.540608768229138,
1113,HNSC,Myeloid dendritic cell_MCPCOUNTER,-0.089,0.0458259733127856,*
1114,HNSC,Neutrophil_MCPCOUNTER,-0.101,0.0232713598591989,*
1115,HNSC,Endothelial cell_MCPCOUNTER,-0.014,0.751137593193518,
1116,HNSC,Myeloid dendritic cell activated_XCELL,-0.158,0.000368617686205567,***
1117,HNSC,B cell_XCELL,-0.05,0.260650046002471,
1118,HNSC,T cell CD4+ memory_XCELL,0.071,0.111300806937713,
1119,HNSC,T cell CD4+ naive_XCELL,-0.09,0.0436556591938674,*
1120,HNSC,T cell CD4+ (non-regulatory)_XCELL,-0.014,0.753183636208174,
1121,HNSC,T cell CD4+ central memory_XCELL,-0.39,1.13844922777157e-19,***
1122,HNSC,T cell CD4+ effector memory_XCELL,-0.289,3.8021192468749e-11,***
1123,HNSC,T cell CD8+ naive_XCELL,0.003,0.943803956209156,
1124,HNSC,T cell CD8+_XCELL,-0.124,0.0054673881903346,**
1125,HNSC,T cell CD8+ central memory_XCELL,-0.082,0.0680283877003308,
1126,HNSC,T cell CD8+ effector memory_XCELL,-0.017,0.709795122766309,
1127,HNSC,Class-switched memory B cell_XCELL,-0.102,0.0217071260523484,*
1128,HNSC,Common lymphoid progenitor_XCELL,0.472,2.95280236872422e-29,***
1129,HNSC,Common myeloid progenitor_XCELL,-0.059,0.187647929737116,
1130,HNSC,Myeloid dendritic cell_XCELL,-0.189,1.99366039121515e-05,***
1131,HNSC,Endothelial cell_XCELL,-0.16,0.000325939099584136,***
1132,HNSC,Eosinophil_XCELL,-0.054,0.231358907199917,
1133,HNSC,Granulocyte-monocyte progenitor_XCELL,-0.005,0.919756401124865,
1134,HNSC,Hematopoietic stem cell_XCELL,-0.154,0.000528845431878142,***
1135,HNSC,Macrophage_XCELL,-0.049,0.272147678272994,
1136,HNSC,Macrophage M1_XCELL,-0.065,0.143779407145048,
1137,HNSC,Macrophage M2_XCELL,-0.103,0.0206894717200429,*
1138,HNSC,Mast cell_XCELL,-0.134,0.00268655436966512,**
1139,HNSC,B cell memory_XCELL,-0.051,0.254986271425981,
1140,HNSC,Monocyte_XCELL,-0.254,8.16431658187401e-09,***
1141,HNSC,B cell naive_XCELL,0.011,0.807311045050989,
1142,HNSC,Neutrophil_XCELL,-0.269,8.52971482196861e-10,***
1143,HNSC,NK cell_XCELL,0.02,0.658707038697809,
1144,HNSC,T cell NK_XCELL,-0.123,0.00588795945055319,**
1145,HNSC,Plasmacytoid dendritic cell_XCELL,-0.208,2.52542402708356e-06,***
1146,HNSC,B cell plasma_XCELL,-0.147,0.00099274760232649,***
1147,HNSC,T cell gamma delta_XCELL,-0.044,0.326183728839538,
1148,HNSC,T cell CD4+ Th1_XCELL,-0.036,0.426671828370822,
1149,HNSC,T cell CD4+ Th2_XCELL,0.452,1.32111272228203e-26,***
1150,HNSC,T cell regulatory (Tregs)_XCELL,-0.11,0.0137329678351288,*
1151,HNSC,immune score_XCELL,-0.158,0.000368987802881741,***
1152,HNSC,stroma score_XCELL,-0.079,0.0765760929039748,
1153,HNSC,microenvironment score_XCELL,-0.164,0.000222621589649508,***
1154,HNSC,B cell_EPIC,-0.113,0.0110099791274472,*
1155,HNSC,T cell CD4+_EPIC,0.203,4.59498670879221e-06,***
1156,HNSC,T cell CD8+_EPIC,-0.213,1.44422100544744e-06,***
1157,HNSC,Endothelial cell_EPIC,-0.113,0.0110136537460983,*
1158,HNSC,Macrophage_EPIC,0.035,0.431035685422338,
1159,HNSC,NK cell_EPIC,0.014,0.749828196086061,
1160,HNSC,uncharacterized cell_EPIC,0,0.992803151580683,
1161,KICH,B cell_TIMER,0.291,0.0188149631873111,*
1162,KICH,T cell CD4+_TIMER,0.094,0.456460637648371,
1163,KICH,T cell CD8+_TIMER,0.412,0.000657648777192721,***
1164,KICH,Neutrophil_TIMER,0.311,0.0115430945682573,*
1165,KICH,Macrophage_TIMER,0.365,0.00280167683234847,**
1166,KICH,Myeloid dendritic cell_TIMER,0.352,0.00404345848756945,**
1167,KICH,B cell naive_CIBERSORT,-0.129,0.306772439813266,
1168,KICH,B cell memory_CIBERSORT,0.401,0.000929789130348658,***
1169,KICH,B cell plasma_CIBERSORT,-0.1,0.427862911509447,
1170,KICH,T cell CD8+_CIBERSORT,0.086,0.495166896355201,
1171,KICH,T cell CD4+ naive_CIBERSORT,-0.059,0.64262947536473,
1172,KICH,T cell CD4+ memory resting_CIBERSORT,0.211,0.0919652713342972,
1173,KICH,T cell CD4+ memory activated_CIBERSORT,0.315,0.0105134867198558,*
1174,KICH,T cell follicular helper_CIBERSORT,0.059,0.638523466320978,
1175,KICH,T cell regulatory (Tregs)_CIBERSORT,0.254,0.0412032529321792,*
1176,KICH,T cell gamma delta_CIBERSORT,-0.008,0.947038749014833,
1177,KICH,NK cell resting_CIBERSORT,-0.129,0.307617305012701,
1178,KICH,NK cell activated_CIBERSORT,-0.103,0.413764476275695,
1179,KICH,Monocyte_CIBERSORT,-0.085,0.502102717560209,
1180,KICH,Macrophage M0_CIBERSORT,-0.04,0.754567601945994,
1181,KICH,Macrophage M1_CIBERSORT,0.2,0.110137465438542,
1182,KICH,Macrophage M2_CIBERSORT,-0.122,0.333927004114483,
1183,KICH,Myeloid dendritic cell resting_CIBERSORT,0.083,0.510276096926041,
1184,KICH,Myeloid dendritic cell activated_CIBERSORT,0.136,0.280675377064329,
1185,KICH,Mast cell activated_CIBERSORT,0.036,0.773748772975973,
1186,KICH,Mast cell resting_CIBERSORT,0.008,0.952711285043799,
1187,KICH,Eosinophil_CIBERSORT,0.013,0.917909673045629,
1188,KICH,Neutrophil_CIBERSORT,0.26,0.0367766906274852,*
